1	0.597827	0.139087	0.038513	2.440000
2	0.609734	0.045808	0.065959	2.440000
3	0.613714	-0.000445	0.039753	2.440000
4	0.607571	0.048755	0.081889	2.440000
5	0.605925	-0.082498	-0.065374	2.440000
6	0.590121	-0.079814	-0.153662	2.440000
7	0.611847	-0.062188	-0.000959	2.440000
8	0.580477	-0.202263	-0.018993	2.440000
9	0.598761	-0.140310	-0.004826	2.440000
10	0.527903	0.161293	-0.271160	2.440000
11	0.612914	-0.049594	0.010119	2.440000
12	0.595794	0.069361	0.135806	2.440000
13	0.493549	0.365408	-0.033339	2.440000
14	0.589596	-0.101624	0.142385	2.440000
15	0.562028	-0.227103	-0.103795	2.440000
16	0.591053	-0.164973	-0.040812	2.440000
17	0.601713	-0.121823	0.036408	2.440000
18	0.596357	-0.012552	0.149751	2.440000
19	0.575110	0.139775	-0.167141	2.440000
20	0.611616	-0.045262	0.045850	2.440000
21	0.597671	-0.140946	0.033895	2.440000
22	0.610146	0.060333	0.048029	2.440000
23	0.551685	-0.103081	0.251481	2.440000
24	0.611454	0.056380	0.034200	2.440000
25	0.613505	-0.042282	-0.006978	2.440000
26	0.609528	0.006362	-0.081612	2.440000
27	0.516273	0.282835	0.178022	2.440000
28	0.606104	-0.009821	-0.103761	2.440000
29	0.614293	-0.023591	0.017692	2.440000
30	0.570243	-0.056632	0.223250	2.440000
31	0.604483	0.038490	-0.106505	2.440000
32	0.565648	-0.038127	0.238356	2.440000
33	0.590094	-0.160891	-0.064248	2.440000
34	0.596005	-0.150829	0.015916	2.440000
35	0.584627	0.138568	-0.131282	2.440000
36	0.609053	0.032790	-0.078766	2.440000
37	0.554705	-0.241972	0.109442	2.440000
38	0.561328	-0.128901	0.215687	2.440000
39	0.610461	0.074580	-0.000030	2.440000
40	0.602791	-0.120935	-0.015571	2.440000
41	0.495944	-0.253169	-0.261093	2.440000
42	0.598129	-0.061883	-0.128986	2.440000
43	0.587292	-0.175963	0.048476	2.440000
44	0.614124	-0.027745	0.017517	2.440000
45	0.507375	-0.346650	0.025079	2.440000
46	0.573817	0.013532	-0.220852	2.440000
47	0.596244	-0.036272	-0.146294	2.440000
48	0.594886	0.155868	-0.006368	2.440000
49	0.614682	-0.017105	0.009940	2.440000
